inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.0930907533842644,1697759416,False,1,6d14d73e,2023-10-19_16-50-16,13.252605676651001,13.252605676651001,23451,marsdengpu,171.65.93.126,13.252605676651001,1,
