inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
1.927401626228373,1697757625,False,1,0bda3da1,2023-10-19_16-20-25,14.871509313583374,14.871509313583374,23451,marsdengpu,171.65.93.126,14.871509313583374,1,
