inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.003302659483926,1701724233,False,1,a095954c,2023-12-04_13-10-33,34.197272300720215,34.197272300720215,17604,marsdengpu,171.65.93.126,34.197272300720215,1,
