inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
6.299741099254403,1703576552,False,1,1bb33759,2023-12-25_23-42-32,40.52352285385132,40.52352285385132,30624,marsdengpu,171.65.93.126,40.52352285385132,1,
