inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.0640362374525822,1701721587,False,1,d7c2b9a4,2023-12-04_12-26-27,30.259674549102783,30.259674549102783,17604,marsdengpu,171.65.93.126,30.259674549102783,1,
