inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.0808400189178116,1697758676,False,1,91d7e944,2023-10-19_16-37-56,16.272653579711914,16.272653579711914,23451,marsdengpu,171.65.93.126,16.272653579711914,1,
