inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
0.4249671802498484,1701459476,False,1,c1e98217,2023-12-01_11-37-56,0.21499991416931152,0.21499991416931152,9485,marsdengpu,171.65.93.126,0.21499991416931152,1,
