inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
1.8963160423444434,1697844734,False,1,92805990,2023-10-20_16-32-14,29.97162914276123,29.97162914276123,12710,marsdengpu,171.65.93.126,29.97162914276123,1,
