inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
6.289002211500557,1703574599,False,1,0ea27f8b,2023-12-25_23-09-59,40.40376114845276,40.40376114845276,30624,marsdengpu,171.65.93.126,40.40376114845276,1,
