inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.1604959449981043,1697765959,False,1,9055125d,2023-10-19_18-39-19,14.776220083236694,14.776220083236694,23451,marsdengpu,171.65.93.126,14.776220083236694,1,
