inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
2.0077763100269315,1697761330,False,1,abbfe33a,2023-10-19_17-22-10,16.334635019302368,16.334635019302368,23451,marsdengpu,171.65.93.126,16.334635019302368,1,
