inference_performance,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
4.714272947776982,1703673294,False,1,5972efef,2023-12-27_02-34-54,54.063377141952515,54.063377141952515,24118,marsdengpu,171.65.93.126,54.063377141952515,1,
